subject,trial,item,dimension,puzzle,choice,accuracy,rt
4106220,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T2_minimal_difference.jpeg,0,28.233
4106248,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,2.718
4106248,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,3.04
4106248,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,4.211
4106248,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,3.644
4106248,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,8.599
4106248,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T2_minimal_difference.jpeg,0,4.721
4106248,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T3_paired_difference.jpeg,0,8.092
4106248,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.609
4106248,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T2_paired_difference.jpeg,0,7.009
4106248,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_paired_difference.jpeg,1,5.448
4106248,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,12.899
4106248,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,5.622
4106248,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T2_minimal_difference.jpeg,0,8.796
4106248,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_paired_difference.jpeg,0,10.458
4106248,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T4_minimal_difference.jpeg,0,8.932
4106248,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,6.749
4106248,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T2_minimal_difference.jpeg,0,5.359
4106248,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_minimal_difference.jpeg,1,6.016
4106248,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,9.85
4106248,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_minimal_difference.jpeg,1,10.988
4106248,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,9.935
4106248,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T4_paired_difference.jpeg,0,8.187
4106248,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T4_minimal_difference.jpeg,0,6.206
4106248,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,4.801
4106248,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T3_paired_difference.jpeg,0,9.712
4106248,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T2_paired_difference.jpeg,0,6.71
4106248,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_minimal_difference.jpeg,1,9.261
4106248,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T1_paired_difference.jpeg,1,8.326
4106248,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T4_paired_difference.jpeg,0,11.15
4106858,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,3.372
4106858,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.642
4106858,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.098
4106858,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,4.733
4106858,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,4.775
4106858,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,4.519
4106858,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,6.165
4106858,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.135
4106858,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T3_minimal_difference.jpeg,0,7.353
4106858,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,6.409
4106858,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T2_minimal_difference.jpeg,0,13.504
4106858,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,9.553
4106858,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T2_minimal_difference.jpeg,0,14.452
4106858,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,20.594
4106858,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,19.102
4106858,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,16.402
4106858,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,11.215
4106858,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,16.135
4106858,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T2_paired_difference.jpeg,0,20.275
4106858,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_minimal_difference.jpeg,1,2.033
4106858,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T2_minimal_difference.jpeg,0,17.98
4106858,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_paired_difference.jpeg,1,1.612
4106858,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T4_minimal_difference.jpeg,0,4.347
4106858,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,22.966
4110216,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,3.762
4110216,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,1.985
4110216,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.404
4110216,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,4.239
4110216,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,6.342
4110216,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,4.953
4110216,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,3.835
4110216,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,1.85
4110216,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_minimal_difference.jpeg,1,7.177
4110216,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_paired_difference.jpeg,1,9.991
4110216,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_minimal_difference.jpeg,0,6.993
4110216,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T3_minimal_difference.jpeg,0,4.806
4110216,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,8.433
4110216,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,11.117
4110216,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_paired_difference.jpeg,0,26.662
4110216,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T3_paired_difference.jpeg,0,15.778
4110216,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,16.854
4110216,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,12.459
4110216,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T2_minimal_difference.jpeg,0,12.675
4110216,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T2_paired_difference.jpeg,0,16.284
4110216,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_minimal_difference.jpeg,1,17.977
4110216,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_minimal_difference.jpeg,1,12.515
4110216,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T3_paired_difference.jpeg,0,22.455
4110970,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.484
4110970,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.237
4110970,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.592
4110970,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,2.267
4110970,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,3.462
4110970,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T2_minimal_difference.jpeg,0,6.431
4110970,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,8.021
4110970,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.117
4110970,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,5.984
4110970,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,6.006
4110970,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,9.742
4110970,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,10.781
4110970,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T3_paired_difference.jpeg,0,5.811
4110970,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T4_paired_difference.jpeg,0,7.299
4110970,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,6.901
4110970,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,8.558
4110970,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_paired_difference.jpeg,0,5.881
4110970,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T3_minimal_difference.jpeg,0,8.607
4110970,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,6.101
4110970,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T3_paired_difference.jpeg,0,9.346
4110970,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T3_minimal_difference.jpeg,0,3.494
4110970,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T2_minimal_difference.jpeg,0,8.366
4110970,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T3_paired_difference.jpeg,0,3.243
4110970,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T2_minimal_difference.jpeg,0,11.208
4110970,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T2_paired_difference.jpeg,0,6.264
4110970,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_paired_difference.jpeg,1,12.241
4110970,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T3_minimal_difference.jpeg,0,6.483
4110970,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T3_minimal_difference.jpeg,0,1.615
4110970,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T2_paired_difference.jpeg,0,2.315
4110970,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T1_minimal_difference.jpeg,1,11.389
4110970,31,52,5,52_flower_single__12121202111010011122_shape_set_4_T.jpeg,52_flower_single__12121202111010011122_shape_set_4_T4_paired_difference.jpeg,0,17.48
4114174,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,5.385
4114174,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.306
4114174,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.399
4114174,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,2.236
4114174,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,3.438
4114174,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,2.079
4114174,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,5.762
4114174,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,1.874
4114174,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,5.212
4114174,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,6.122
4114174,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,8.308
